Time;26 - Ores, slag and ash.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2601 - Iron ores and concentrates, including roasted iron pyrites.;;;;;;;;;;;;;;;;;;;;;;;;;;;;26011100 - Iron ores and concentrates, including roasted iron pyrites. - Iron ores and concentrates, other than roasted iron pyrites: -- Non-agglomerated;;;;;;;;;;;;;;;;;;;;;26011200 - Iron ores and concentrates, including roasted iron pyrites. - Iron ores and concentrates, other than roasted iron pyrites: -- Agglomerated;;;;;;;;;;;;;;26012000 - Iron ores and concentrates, including roasted iron pyrites. - Roasted iron pyrites;;;;;2608 - Zinc ores and concentrates.;;;;;;;;;;;;;;;;;;;;;;;2607 - Lead ores and concentrates.;;;;;;;;;;;;;;;;;;;;2606 - Aluminium ores and concentrates.;;;;;;;;;;;;;;;;;2603 - Copper ores and concentrates.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2604 - Nickel ores and concentrates.;;;;;;;;;;;;2609 - Tin ores and concentrates.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2614 - Titanium ores and concentrates.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71061000 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Powder;;;71069100 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Unwrought;;;;;;;;;;;;;;;;;;;;;;;;;;;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;;;;;;;;;;;;;;;;;;;;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7109 - Base metals or silver, clad with gold, not further worked than semi-manufactured.;;;7111 - Base metals, silver or gold,clad with platinum, not further worked than semi-manufactured.;;;;;;;;;;;;;;;;;;;;7110 - Platinum, unwrought or in semi-manufactured forms, or in powder form.;;;;;;;;;;;;;;;;;;;;;;2605 - Cobalt ores and concentrates.;;;2616 - Precious metal ores and concentrates.;;;;;;;;;;;;;;;;;;;;;;;;;;2504 - Natural graphite.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Total Exports;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Total Exports;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;;;Total Exports;;;;;;;;;;;;Total Imports;;;;;;;;;Total Exports;;;;;;;;Total Imports;;;;;;Total Imports;;;;;Total Exports;;;;;;;;;;;;Total Imports;;;;;;;;;;;Total Exports;;;;;;;;;Total Imports;;;;;;;;;;;Total Exports;;;;;;;;;Total Imports;;;;;;;;Total Exports;;;;;;;;;;;;;;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;;;;;;;;;Total Exports;;;;;;;;;Total Imports;;;Total Exports;;;;;;;;;;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;;;;;;Total Exports;;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;;;;Total Exports;;;;;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;;;;;;;;;;;;;Total Exports;;;Total Exports;;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;Total Exports;;;Total Imports;;;;;;;;;;;;;;;;;Total Exports;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Total Exports;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;;;;;;;Total Exports;;;;;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;;;;;;;;;;Total Exports;;;Total Exports;;;;;;Total Imports;;;;;;;;;;;;;;Total Exports;;;Total Imports;;;;;;;;;;;;;;;;;;;Total Exports;Total Imports;;Total Exports;;;;;;;;;Total Imports;;;;;;;;;;;;;;;;;Total Exports;;;;;;;;;;;;;;;Total Imports;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Re-imports;;
;Net Weight(Kg);;;;;;;;;;;;;;Quantity;;;;;;;;;;;;;;FOB Value (US$);;;;;;;;;;;;;;Net Weight(Kg);;;;;;;;;;;;;;;Quantity;;;;;;;;;;;;;;;CIF Value (US$);;;;;;;;;;;;;;;Net Weight(Kg);;;;;Quantity;;;;FOB Value (US$);;;;;Net Weight(Kg);;;;;Quantity;;;;CIF Value (US$);;;;;Net Weight(Kg);;;;Quantity;;;;FOB Value (US$);;;;Net Weight(Kg);;;Quantity;;;CIF Value (US$);;;Net Weight(Kg);;;Quantity;;FOB Value (US$);;;Net Weight(Kg);;Quantity;;CIF Value (US$);;Net Weight(Kg);;Quantity;CIF Value (US$);;Net Weight(Kg);;;;Quantity;;;;FOB Value (US$);;;;Net Weight(Kg);;;;Quantity;;;CIF Value (US$);;;;Net Weight(Kg);;;Quantity;;;FOB Value (US$);;;Net Weight(Kg);;;;Quantity;;;CIF Value (US$);;;;Net Weight(Kg);;;Quantity;;;FOB Value (US$);;;Net Weight(Kg);;;Quantity;;CIF Value (US$);;;Net Weight(Kg);;;;;;;;;Quantity;;;;;;;;;FOB Value (US$);;;;;;;;;Net Weight(Kg);;;;;;;Quantity;;;;;;;CIF Value (US$);;;;;;Net Weight(Kg);;;Quantity;;;FOB Value (US$);;;Net Weight(Kg);Quantity;CIF Value (US$);Net Weight(Kg);;;;;;;;Quantity;;;;;;;FOB Value (US$);;;;;;;;Net Weight(Kg);;;;;;Quantity;;;;;;CIF Value (US$);;;;;Net Weight(Kg);;;;;Quantity;;;;;FOB Value (US$);;;;;Net Weight(Kg);;;;;Quantity;;;;;CIF Value (US$);;;;;Net Weight(Kg);;;;;;Quantity;;;;;;FOB Value (US$);;;;;;Net Weight(Kg);;;;;;;;Quantity;;;;;;;;CIF Value (US$);;;;;;;;Net Weight(Kg);Quantity;FOB Value (US$);Net Weight(Kg);;;;;Quantity;;;;;FOB Value (US$);;;;;Net Weight(Kg);;;;Quantity;;;;CIF Value (US$);;;;Net Weight(Kg);Quantity;FOB Value (US$);Net Weight(Kg);;;;;;Quantity;;;;;CIF Value (US$);;;;;;Net Weight(Kg);;;;;;;;;;;;Quantity;;;;;;;;;;;;FOB Value (US$);;;;;;;;;;;;Net Weight(Kg);;;;;;;;;;;Quantity;;;;;;;;;;;;CIF Value (US$);;;;;;;;;;Net Weight(Kg);;;;;;;;;;Quantity;;;;;;;;;;FOB Value (US$);;;;;;;;;;Net Weight(Kg);;;;;;Quantity;;;;;;;CIF Value (US$);;;;;Net Weight(Kg);;;;;;Quantity;;;;;;FOB Value (US$);;;;;;Net Weight(Kg);;;;;;;Quantity;;;;;;;CIF Value (US$);;;;;;;Net Weight(Kg);Quantity;FOB Value (US$);Net Weight(Kg);;Quantity;;FOB Value (US$);;Net Weight(Kg);;;;;Quantity;;;;CIF Value (US$);;;;;Net Weight(Kg);Quantity;FOB Value (US$);Net Weight(Kg);;;;;;;Quantity;;;;;CIF Value (US$);;;;;;;FOB Value (US$);Net Weight(Kg);CIF Value (US$);Net Weight(Kg);;;Quantity;;;FOB Value (US$);;;Net Weight(Kg);;;;;;Quantity;;;;;CIF Value (US$);;;;;;Net Weight(Kg);;;;;Quantity;;;;;FOB Value (US$);;;;;Net Weight(Kg);;;;;;;;;;Quantity;;;;;;;;;CIF Value (US$);;;;;;;;;;Net Weight(Kg);Quantity;CIF Value (US$)
;DR Congo;;;United Republic of Tanzania;;;Kenya;;;Uganda;;Rwanda;;;DR Congo;;;United Republic of Tanzania;;;Kenya;;;Uganda;;Rwanda;;;DR Congo;;;United Republic of Tanzania;;;Kenya;;;Uganda;;Rwanda;;;DR Congo;;;United Republic of Tanzania;;;Kenya;;;Uganda;;;Rwanda;;;DR Congo;;;United Republic of Tanzania;;;Kenya;;;Uganda;;;Rwanda;;;DR Congo;;;United Republic of Tanzania;;;Kenya;;;Uganda;;;Rwanda;;;DR Congo;United Republic of Tanzania;;Kenya;Uganda;United Republic of Tanzania;;Kenya;Uganda;DR Congo;United Republic of Tanzania;;Kenya;Uganda;DR Congo;United Republic of Tanzania;;Kenya;Uganda;United Republic of Tanzania;;Kenya;Uganda;DR Congo;United Republic of Tanzania;;Kenya;Uganda;United Republic of Tanzania;;Kenya;Uganda;United Republic of Tanzania;;Kenya;Uganda;United Republic of Tanzania;;Kenya;Uganda;United Republic of Tanzania;Kenya;Uganda;United Republic of Tanzania;Kenya;Uganda;United Republic of Tanzania;Kenya;Uganda;DR Congo;United Republic of Tanzania;;United Republic of Tanzania;;DR Congo;United Republic of Tanzania;;United Republic of Tanzania;;United Republic of Tanzania;;United Republic of Tanzania;;DR Congo;United Republic of Tanzania;United Republic of Tanzania;DR Congo;United Republic of Tanzania;DR Congo;United Republic of Tanzania;;Kenya;DR Congo;United Republic of Tanzania;;Kenya;DR Congo;United Republic of Tanzania;;Kenya;DR Congo;Uganda;;Rwanda;Uganda;;Rwanda;DR Congo;Uganda;;Rwanda;United Republic of Tanzania;Kenya;;United Republic of Tanzania;Kenya;;United Republic of Tanzania;Kenya;;DR Congo;United Republic of Tanzania;Uganda;;United Republic of Tanzania;Uganda;;DR Congo;United Republic of Tanzania;Uganda;;United Republic of Tanzania;;Uganda;United Republic of Tanzania;;Uganda;United Republic of Tanzania;;Uganda;DR Congo;Kenya;;Kenya;;DR Congo;Kenya;;DR Congo;;;United Republic of Tanzania;;;Kenya;;;DR Congo;;;United Republic of Tanzania;;;Kenya;;;DR Congo;;;United Republic of Tanzania;;;Kenya;;;DR Congo;;;United Republic of Tanzania;Uganda;Rwanda;;DR Congo;;;United Republic of Tanzania;Uganda;Rwanda;;DR Congo;;United Republic of Tanzania;Uganda;Rwanda;;United Republic of Tanzania;;;United Republic of Tanzania;;;United Republic of Tanzania;;;Rwanda;Rwanda;Rwanda;DR Congo;;;United Republic of Tanzania;;Rwanda;;;DR Congo;;United Republic of Tanzania;;Rwanda;;;DR Congo;;;United Republic of Tanzania;;Rwanda;;;DR Congo;;;United Republic of Tanzania;Rwanda;;DR Congo;;;United Republic of Tanzania;Rwanda;;DR Congo;;United Republic of Tanzania;Rwanda;;United Republic of Tanzania;;Kenya;;;United Republic of Tanzania;;Kenya;;;United Republic of Tanzania;;Kenya;;;United Republic of Tanzania;;Kenya;;;United Republic of Tanzania;;Kenya;;;United Republic of Tanzania;;Kenya;;;United Republic of Tanzania;;;Kenya;Uganda;;United Republic of Tanzania;;;Kenya;Uganda;;United Republic of Tanzania;;;Kenya;Uganda;;DR Congo;;United Republic of Tanzania;;Kenya;;Uganda;Rwanda;DR Congo;;United Republic of Tanzania;;Kenya;;Uganda;Rwanda;DR Congo;;United Republic of Tanzania;;Kenya;;Uganda;Rwanda;United Republic of Tanzania;United Republic of Tanzania;United Republic of Tanzania;United Republic of Tanzania;;;Kenya;Uganda;United Republic of Tanzania;;;Kenya;Uganda;United Republic of Tanzania;;;Kenya;Uganda;DR Congo;;United Republic of Tanzania;Kenya;DR Congo;;United Republic of Tanzania;Kenya;DR Congo;;United Republic of Tanzania;Kenya;Uganda;Uganda;Uganda;DR Congo;United Republic of Tanzania;Kenya;;Uganda;Rwanda;United Republic of Tanzania;Kenya;;Uganda;Rwanda;DR Congo;United Republic of Tanzania;Kenya;;Uganda;Rwanda;DR Congo;;;United Republic of Tanzania;;;Kenya;;Uganda;;;Rwanda;DR Congo;;;United Republic of Tanzania;;;Kenya;;Uganda;;;Rwanda;DR Congo;;;United Republic of Tanzania;;;Kenya;;Uganda;;;Rwanda;DR Congo;United Republic of Tanzania;;;Kenya;;;Uganda;;Rwanda;;DR Congo;;United Republic of Tanzania;;;Kenya;;;Uganda;;Rwanda;;United Republic of Tanzania;;;Kenya;;;Uganda;;Rwanda;;DR Congo;;;United Republic of Tanzania;;;Kenya;;Uganda;;DR Congo;;;United Republic of Tanzania;;;Kenya;;Uganda;;DR Congo;;;United Republic of Tanzania;;;Kenya;;Uganda;;DR Congo;United Republic of Tanzania;Kenya;Uganda;Rwanda;;DR Congo;;United Republic of Tanzania;Kenya;Uganda;Rwanda;;United Republic of Tanzania;Kenya;Uganda;Rwanda;;United Republic of Tanzania;Kenya;Uganda;;;Rwanda;United Republic of Tanzania;Kenya;Uganda;;;Rwanda;United Republic of Tanzania;Kenya;Uganda;;;Rwanda;United Republic of Tanzania;;Kenya;;Uganda;;Rwanda;United Republic of Tanzania;;Kenya;;Uganda;;Rwanda;United Republic of Tanzania;;Kenya;;Uganda;;Rwanda;Rwanda;Rwanda;Rwanda;United Republic of Tanzania;Kenya;United Republic of Tanzania;Kenya;United Republic of Tanzania;Kenya;DR Congo;United Republic of Tanzania;;;Kenya;United Republic of Tanzania;;;Kenya;DR Congo;United Republic of Tanzania;;;Kenya;Kenya;Kenya;Kenya;DR Congo;;United Republic of Tanzania;;Kenya;;Rwanda;United Republic of Tanzania;;Kenya;;Rwanda;DR Congo;;United Republic of Tanzania;;Kenya;;Rwanda;DR Congo;DR Congo;DR Congo;United Republic of Tanzania;;;United Republic of Tanzania;;;United Republic of Tanzania;;;DR Congo;United Republic of Tanzania;;Kenya;;Rwanda;United Republic of Tanzania;;Kenya;;Rwanda;DR Congo;United Republic of Tanzania;;Kenya;;Rwanda;United Republic of Tanzania;;;Uganda;Rwanda;United Republic of Tanzania;;;Uganda;Rwanda;United Republic of Tanzania;;;Uganda;Rwanda;DR Congo;;United Republic of Tanzania;;Kenya;;Uganda;;Rwanda;;DR Congo;United Republic of Tanzania;;Kenya;;Uganda;;Rwanda;;DR Congo;;United Republic of Tanzania;;Kenya;;Uganda;;Rwanda;;Uganda;Uganda;Uganda
;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;SADC;SADC;European Union All Countries;SADC;SADC;SADC;European Union All Countries;European Union All Countries;SADC;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;SADC;SADC;SADC;SADC;SADC;SADC;SADC;SADC;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;SADC;European Union All Countries;SADC;SADC;ASEAN;SADC;ASEAN;SADC;ASEAN;SADC;ASEAN;SADC;ASEAN;SADC;ASEAN;SADC;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;ASEAN;SADC;European Union All Countries;European Union All Countries;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;SADC;SADC;European Union All Countries;SADC;SADC;European Union All Countries;SADC;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;European Union All Countries;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;SADC;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;SADC;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;European Union All Countries;European Union All Countries;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;SADC;ASEAN;SADC;SADC;European Union All Countries;SADC;ASEAN;SADC;European Union All Countries;ASEAN;SADC;ASEAN;SADC;European Union All Countries;ASEAN;SADC;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;European Union All Countries;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;European Union All Countries;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;SADC;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;European Union All Countries;SADC;SADC;European Union All Countries;European Union All Countries;SADC;SADC;European Union All Countries;European Union All Countries;SADC;SADC;European Union All Countries;SADC;SADC;SADC;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;European Union All Countries;European Union All Countries;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;European Union All Countries;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;SADC;ASEAN;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;ASEAN;SADC;SADC;European Union All Countries;SADC;ASEAN;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;SADC;SADC;European Union All Countries;SADC;European Union All Countries;ASEAN;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;ASEAN;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;ASEAN;European Union All Countries;SADC;European Union All Countries;SADC;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;SADC;European Union All Countries;ASEAN;SADC;ASEAN;European Union All Countries;ASEAN;SADC;ASEAN;SADC;European Union All Countries;ASEAN;SADC;ASEAN;SADC;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;SADC;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;ASEAN;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;SADC;SADC;European Union All Countries;ASEAN;SADC;SADC;SADC;European Union All Countries;ASEAN;SADC;SADC;SADC;European Union All Countries;ASEAN;SADC;SADC;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;European Union All Countries;SADC;SADC;SADC;SADC
Units;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;;;;;;(blank);(blank);(blank);US$;US$;US$;US$;US$;US$;US $;US $;US $;US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;;;;;;;(blank);;(blank);US$;US$;US$;US$;US$;US$;US $;US $;US $;US$;US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;;;;;US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;;;;;US$;US$;US$;US $;US$;Kg;Kg;Kg;Kg;;;;;US$;US$;US$;US$;Kg;Kg;Kg;;;;US$;US $;US$;Kg;Kg;Kg;;;US$;US$;US$;Kg;Kg;;;US$;US$;Kg;Kg;;US$;US$;Kg;Kg;Kg;Kg;;;;;US$;US$;US$;US $;Kg;Kg;Kg;Kg;;;(blank);US$;US$;US$;US$;Kg;Kg;Kg;;;;US$;US$;US $;Kg;Kg;Kg;Kg;;;;US$;US$;US$;US$;Kg;Kg;Kg;;;;US$;US$;US$;Kg;Kg;Kg;;;US$;US $;US$;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;;;;US$;US$;US$;US$;US$;US$;US$;US $;US$;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;;US$;US$;US$;US$;US$;US$;Kg;Kg;Kg;;;;US$;US$;US$;Kg;(blank);US$;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;(blank);(blank);;US$;US$;US$;US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;(blank);US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;;;;;;US$;US$;US $;US $;US $;Kg;Kg;Kg;Kg;Kg;;;;;;US$;US$;US$;US $;US $;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;US$;US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;;;US$;US$;US$;US$;US $;US $;US$;US$;Kg;;US$;Kg;Kg;Kg;Kg;Kg;;;;;;US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;;;;;US$;US$;US$;US$;Kg;;US$;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;US$;US$;US $;US $;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;;;;;;(blank);US$;US$;US$;US$;US$;US$;US$;US $;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;;;;;(blank);(blank);US$;US$;US$;US $;US$;US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;;;;;US$;US$;US$;US$;US$;US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;(blank);(blank);US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;(blank);US$;US $;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;(blank);US$;US$;US $;US$;US$;US$;US$;Kg;(blank);US$;Kg;Kg;;;US$;US$;Kg;Kg;Kg;Kg;Kg;;;;;US$;US$;US$;US$;US$;Kg;;US $;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;US$;US$;US$;US$;US $;US$;US$;US$;Kg;US$;Kg;Kg;Kg;;;;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;US$;US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;;;;;(blank);US$;US$;US$;US$;US$;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;Kg;;;;;;;;(blank);;US$;US$;US$;US$;US$;US$;US$;US$;US$;US$;Kg;;US$
