"Country";"Year";"Commodity";"Physical_Extraction_Intensity";"Total_Trade_GDP";"Natural_Resource_Rents";"Mineral_Depletion_GNI";"Mineral_Depletion_GTIN"
"Tanzania";"2020";"Silver";"22378";"27.963.015";"3851695";"0.913163027995809";"913163027995809,00"
"Tanzania";"2020";"Nickel";"250";"27.963.015";"3851695";"0.913163027995809";"913163027995809,00"
"Tanzania";"2019";"Gold";"3046349";"3.301.859";"35314505";"0.80584423681341";"80584423681341,00"
"Tanzania";"2019";"Silver";"22378";"3.301.859";"35314505";"0.80584423681341";"80584423681341,00"
"Tanzania";"2019";"Nickel";"250";"3.301.859";"35314505";"0.80584423681341";"80584423681341,00"
"Tanzania";"2018";"Gold";"3046349";"3.264.261";"36115973";"0.656822870613861";"656822870613861,00"
"Tanzania";"2018";"Silver";"22378";"3.264.261";"36115973";"0.656822870613861";"656822870613861,00"
"Tanzania";"2018";"Nickel";"250";"3.264.261";"36115973";"0.656822870613861";"656822870613861,00"
"Tanzania";"2017";"Gold";"3046349";"3.311.259";"51361675";"0.963745857846674";"963745857846674,00"
"Tanzania";"2017";"Silver";"22378";"3.311.259";"51361675";"0.963745857846674";"963745857846674,00"
"Tanzania";"2017";"Nickel";"250";"3.311.259";"51361675";"0.963745857846674";"963745857846674,00"
"Tanzania";"2016";"Gold";"3046349";"3.542.047";"56160383";"1.14616989708091";"114616989708091,00"
"Tanzania";"2016";"Silver";"22378";"3.542.047";"56160383";"1.14616989708091";"114616989708091,00"
"Tanzania";"2016";"Nickel";"250";"3.542.047";"56160383";"1.14616989708091";"114616989708091,00"
"Tanzania";"2015";"Gold";"3046349";"4.075.768";"5301939";"0.891009638671073";"891009638671073,00"
"Tanzania";"2015";"Silver";"22378";"4.075.768";"5301939";"0.891009638671073";"891009638671073,00"
"Tanzania";"2015";"Nickel";"250";"4.075.768";"5301939";"0.891009638671073";"891009638671073,00"
"Tanzania";"2014";"Gold";"3046349";"4.535.602";"50469055";"0.948716534707435";"948716534707435,00"
"Tanzania";"2014";"Silver";"22378";"4.535.602";"50469055";"0.948716534707435";"948716534707435,00"
"Tanzania";"2014";"Nickel";"250";"4.535.602";"50469055";"0.948716534707435";"948716534707435,00"
"Tanzania";"2013";"Gold";"3046349";"48.631.626";"57672353";"1.48753163350597";"148753163350597,00"
"Tanzania";"2013";"Silver";"22378";"48.631.626";"57672353";"1.48753163350597";"148753163350597,00"
"Tanzania";"2013";"Nickel";"250";"48.631.626";"57672353";"1.48753163350597";"148753163350597,00"
"Tanzania";"2012";"Gold";"3046349";"5.436.895";"683252";"2.016778995862";"2016778995862,00"
"Tanzania";"2012";"Silver";"22378";"5.436.895";"683252";"2.016778995862";"2016778995862,00"
"Tanzania";"2012";"Nickel";"250";"5.436.895";"683252";"2.016778995862";"2016778995862,00"
"Tanzania";"2011";"Gold";"3046349";"56.166.122";"73364615";"2.44207999406088";"244207999406088,00"
"Tanzania";"2011";"Silver";"22378";"56.166.122";"73364615";"2.44207999406088";"244207999406088,00"
"Tanzania";"2011";"Nickel";"250";"56.166.122";"73364615";"2.44207999406088";"244207999406088,00"
"Tanzania";"2010";"Gold";"3046349";"47.640.438";"55594583";"1.16861584740275";"116861584740275,00"
"Tanzania";"2010";"Silver";"22378";"47.640.438";"55594583";"1.16861584740275";"116861584740275,00"
"Tanzania";"2010";"Nickel";"250";"47.640.438";"55594583";"1.16861584740275";"116861584740275,00"
"Tanzania";"2009";"Gold";"3046349";"435.326";"55362563";"0.518831952735647";"518831952735647,00"
"Tanzania";"2009";"Silver";"22378";"435.326";"55362563";"0.518831952735647";"518831952735647,00"
"Tanzania";"2009";"Nickel";"250";"435.326";"55362563";"0.518831952735647";"518831952735647,00"
"Tanzania";"2008";"Gold";"3046349";"49.026.543";"50765953";"0.0599306354908187";"599306354908187,00"
"Tanzania";"2008";"Silver";"22378";"49.026.543";"50765953";"0.0599306354908187";"599306354908187,00"
"Tanzania";"2008";"Nickel";"250";"49.026.543";"50765953";"0.0599306354908187";"599306354908187,00"
"Tanzania";"2007";"Gold";"3046349";"48.058.395";"62061033";"0.69282048018446";"69282048018446,00"
"Tanzania";"2007";"Silver";"22378";"48.058.395";"62061033";"0.69282048018446";"69282048018446,00"
"Tanzania";"2007";"Nickel";"250";"48.058.395";"62061033";"0.69282048018446";"69282048018446,00"
"Tanzania";"2006";"Gold";"3046349";"42.768.166";"55219636";"0.834153538720058";"834153538720058,00"
"Tanzania";"2006";"Silver";"22378";"42.768.166";"55219636";"0.834153538720058";"834153538720058,00"
"Tanzania";"2006";"Nickel";"250";"42.768.166";"55219636";"0.834153538720058";"834153538720058,00"
"Tanzania";"2005";"Gold";"3046349";"36.959.274";"4993588";"0.563540742466035";"563540742466035,00"
"Tanzania";"2005";"Silver";"22378";"36.959.274";"4993588";"0.563540742466035";"563540742466035,00"
"Tanzania";"2005";"Nickel";"250";"36.959.274";"4993588";"0.563540742466035";"563540742466035,00"
"Tanzania";"2004";"Gold";"3046349";"33.609.787";"5354294";"0.675575882725703";"675575882725703,00"
"Tanzania";"2004";"Silver";"22378";"33.609.787";"5354294";"0.675575882725703";"675575882725703,00"
"Tanzania";"2004";"Nickel";"250";"33.609.787";"5354294";"0.675575882725703";"675575882725703,00"
"Tanzania";"2003";"Gold";"3046349";"30.448.835";"6862737";"0.956733476626213";"956733476626213,00"
"Tanzania";"2003";"Silver";"22378";"30.448.835";"6862737";"0.956733476626213";"956733476626213,00"
"Tanzania";"2003";"Nickel";"250";"30.448.835";"6862737";"0.956733476626213";"956733476626213,00"
"Tanzania";"2002";"Gold";"3046349";"27.499.218";"48574734";"0.948511004130685";"948511004130685,00"
"Tanzania";"2002";"Silver";"22378";"27.499.218";"48574734";"0.948511004130685";"948511004130685,00"
"Tanzania";"2002";"Nickel";"250";"27.499.218";"48574734";"0.948511004130685";"948511004130685,00"
"Tanzania";"2001";"Gold";"3046349";"28.030.144";"40441246";"0.480449478004294";"480449478004294,00"
"Tanzania";"2001";"Silver";"22378";"28.030.144";"40441246";"0.480449478004294";"480449478004294,00"
"Tanzania";"2001";"Nickel";"250";"28.030.144";"40441246";"0.480449478004294";"480449478004294,00"
"Tanzania";"2000";"Gold";"3046349";"23.989.115";"37553358";"0.18068479964192";"18068479964192,00"
"Tanzania";"2000";"Silver";"22378";"23.989.115";"37553358";"0.18068479964192";"18068479964192,00"
"Tanzania";"2000";"Nickel";"250";"23.989.115";"37553358";"0.18068479964192";"18068479964192,00"
"Tanzania";"1999";"Gold";"3046349";"25.022.055";"37682076";"0.0346153799765856";"346153799765856,00"
"Tanzania";"1999";"Silver";"22378";"25.022.055";"37682076";"0.0346153799765856";"346153799765856,00"
"Tanzania";"1999";"Nickel";"250";"25.022.055";"37682076";"0.0346153799765856";"346153799765856,00"
"Tanzania";"1998";"Gold";"3046349";"26.143.642";"57296414";"0.0049125070278853";"491250702788535,00"
"Tanzania";"1998";"Silver";"22378";"26.143.642";"57296414";"0.0049125070278853";"491250702788535,00"
"Tanzania";"1998";"Nickel";"250";"26.143.642";"57296414";"0.0049125070278853";"491250702788535,00"
"Tanzania";"1997";"Gold";"3046349";"28.858.784";"8873321";"0.0052515888796606";"525158887966066,00"
"Tanzania";"1997";"Silver";"22378";"28.858.784";"8873321";"0.0052515888796606";"525158887966066,00"
"Tanzania";"1997";"Nickel";"250";"28.858.784";"8873321";"0.0052515888796606";"525158887966066,00"
"Tanzania";"1996";"Gold";"3046349";"35.726.505";"11299023";"0.0134547218892229";"134547218892229,00"
"Tanzania";"1996";"Silver";"22378";"35.726.505";"11299023";"0.0134547218892229";"134547218892229,00"
"Tanzania";"1996";"Nickel";"250";"35.726.505";"11299023";"0.0134547218892229";"134547218892229,00"
"Tanzania";"1995";"Gold";"3046349";"4.516.192";"14046666";"0.0065788208884327";"65788208884327,00"
"Tanzania";"1995";"Silver";"22378";"4.516.192";"14046666";"0.0065788208884327";"65788208884327,00"
"Tanzania";"1995";"Nickel";"250";"4.516.192";"14046666";"0.0065788208884327";"65788208884327,00"
"Tanzania";"1994";"Gold";"3046349";"44.236.767";"11613134";"0.225094256159074";"225094256159074,00"
"Tanzania";"1994";"Silver";"22378";"44.236.767";"11613134";"0.225094256159074";"225094256159074,00"
"Tanzania";"1994";"Nickel";"250";"44.236.767";"11613134";"0.225094256159074";"225094256159074,00"
"Tanzania";"1993";"Gold";"3046349";"45.236.496";"1072643";"0.0317863879643246";"317863879643246,00"
"Tanzania";"1993";"Silver";"22378";"45.236.496";"1072643";"0.0317863879643246";"317863879643246,00"
"Tanzania";"1993";"Nickel";"250";"45.236.496";"1072643";"0.0317863879643246";"317863879643246,00"
"Tanzania";"1992";"Gold";"3046349";"35.667.797";"1141063";"0.0417984179562874";"417984179562874,00"
"Tanzania";"1992";"Silver";"22378";"35.667.797";"1141063";"0.0417984179562874";"417984179562874,00"
"Tanzania";"1992";"Nickel";"250";"35.667.797";"1141063";"0.0417984179562874";"417984179562874,00"
"Tanzania";"1991";"Gold";"3046349";"30.231.623";"10016387";"0.0668564982306457";"668564982306457,00"
"Tanzania";"1991";"Silver";"22378";"30.231.623";"10016387";"0.0668564982306457";"668564982306457,00"
"Tanzania";"1991";"Nickel";"250";"30.231.623";"10016387";"0.0668564982306457";"668564982306457,00"
"Tanzania";"1990";"Gold";"3046349";"3.448.361";"11499738";"0.0169113058704723";"169113058704723,00"
"Tanzania";"1990";"Silver";"22378";"3.448.361";"11499738";"0.0169113058704723";"169113058704723,00"
"Tanzania";"1990";"Nickel";"250";"3.448.361";"11499738";"0.0169113058704723";"169113058704723,00"
"Uganda";"2024";"null";"null";"41.468.285";"null";"";""
"Uganda";"2023";"null";"null";"33.341.698";"null";"";""
"Uganda";"2022";"null";"null";"34.505.302";"null";"";""
"Uganda";"2021";"null";"null";"4.171.363";"747552";"0.0";"0,00"
"Uganda";"2020";"null";"null";"37.000.694";"75634904";"0.0";"0,00"
"Uganda";"2019";"null";"null";"39.361.053";"73883395";"0.0";"0,00"
"Uganda";"2018";"null";"null";"36.638.405";"8388883";"0.0";"0,00"
"Uganda";"2017";"null";"null";"3.683.705";"12130515";"0.0383426124938296";"383426124938296,00"
"Uganda";"2016";"null";"null";"31.209.362";"12733651";"0.082485924432454";"82485924432454,00"
"Uganda";"2015";"null";"null";"37.689.297";"10794758";"0.0579783093497686";"579783093497686,00"
"Uganda";"2014";"null";"null";"360.144";"10331232";"0.0773632035904881";"773632035904881,00"
"Uganda";"2013";"null";"null";"43.109.154";"1065861";"0.105725998606227";"105725998606227,00"
"Uganda";"2012";"null";"null";"43.502.136";"10658571";"0.0003997256586777";"399725658677763,00"
"Uganda";"2011";"null";"null";"39.755.226";"9156208";"0.0001627043388744";"162704338874452,00"
"Uganda";"2010";"null";"null";"3.826.925";"8102294";"0.0006491804447752";"649180444775249,00"
"Uganda";"2009";"null";"null";"47.063.877";"9462459";"1.38290187863685e-05";"1382901878,64"
"Uganda";"2008";"null";"null";"56.258.266";"16437994";"0.0597942494435664";"597942494435664,00"
"Uganda";"2007";"null";"null";"46.777.416";"1616408";"0.0602452400763069";"602452400763069,00"
"Uganda";"2006";"null";"null";"43.633.286";"13251967";"0.0639233439878878";"639233439878878,00"
"Uganda";"2005";"null";"null";"38.994.286";"13923956";"0.0264857580405315";"264857580405315,00"
"Uganda";"2004";"null";"null";"35.460.087";"15192563";"0.0163019915098558";"163019915098558,00"
"Uganda";"2003";"null";"null";"36.585.728";"20885231";"7.13170753974625e-05";"7131707539,75"
"Uganda";"2002";"null";"null";"36.277.794";"1424812";"0.0001253166029504";"125316602950464,00"
"Uganda";"2001";"null";"null";"35.329.975";"12464394";"0.0";"0,00"
"Uganda";"2000";"null";"null";"32.749.035";"12049415";"0.0013859427719427";"138594277194274,00"
"Uganda";"1999";"null";"null";"3.602.471";"12463773";"7.64790880304375e-05";"7647908803,04"
"Uganda";"1998";"null";"null";"30.043.922";"1679185";"0.0001703035600559";"170303560055995,00"
"Uganda";"1997";"null";"null";"34.158.566";"16850044";"0.0";"0,00"
"Uganda";"1996";"null";"null";"35.385.487";"18582468";"0.0";"0,00"
"Uganda";"1995";"null";"null";"32.623.146";"1950946";"0.0";"0,00"
"Uganda";"1994";"null";"null";"2.783.936";"1900344";"0.0";"0,00"
"Uganda";"1993";"null";"null";"28.239.834";"19499304";"0.0";"0,00"
"Uganda";"1992";"null";"null";"33.052.143";"25235498";"0.0";"0,00"
"Uganda";"1991";"null";"null";"29.402.203";"20602095";"0.0";"0,00"
"Uganda";"1990";"null";"null";"26.609.543";"15810707";"0.0";"0,00"
"Uganda";"1989";"null";"null";"26.047.628";"10329381";"0.0";"0,00"
"Uganda";"1988";"null";"null";"25.350.039";"8157097";"0.0";"0,00"
"Uganda";"1987";"null";"null";"2.629.039";"7788712";"0.0";"0,00"
"Uganda";"1986";"null";"null";"28.048.391";"12737897";"0.0";"0,00"
"Uganda";"1985";"null";"null";"28.746.857";"8932812";"0.0";"0,00"
"Uganda";"1984";"null";"null";"2.701.758";"11462413";"0.0";"0,00"
"Uganda";"1983";"null";"null";"22.303.228";"2008562";"0.0";"0,00"
"Uganda";"1982";"null";"null";"25.901.262";"31213974";"0.0";"0,00"
"Uganda";"1981";"null";"null";"38.136.543";"36730804";"0.0178532300215963";"178532300215963,00"
"Uganda";"1980";"null";"null";"45.476.093";"44656853";"0.0289418223228193";"289418223228193,00"
"Uganda";"1979";"null";"null";"36.932.716";"2090135";"0.0159133233150136";"159133233150136,00"
"Uganda";"1978";"null";"null";"32.515.358";"18521257";"0.0253891855449868";"253891855449868,00"
"Uganda";"1977";"null";"null";"16.951.122";"14371042";"0.0506672695312427";"506672695312427,00"
"Uganda";"1976";"null";"null";"20.994.566";"9803669";"0.117583821361946";"117583821361946,00"
"Uganda";"1975";"null";"null";"19.565.832";"10906434";"0.117673458922209";"117673458922209,00"
"Uganda";"1974";"null";"null";"29.764.978";"9724437";"0.470254617860172";"470254617860172,00"
"Uganda";"1973";"null";"null";"29.705.496";"10627186";"0.604996806411203";"604996806411203,00"
"Uganda";"1972";"null";"null";"36.169.014";"71617155";"0.340809913202661";"340809913202661,00"
"Uganda";"1971";"null";"null";"4.377.161";"66669283";"0.434189252414797";"434189252414797,00"
"Uganda";"1970";"null";"null";"43.470.047";"880479";"0.823808653576638";"823808653576638,00"
"Uganda";"1969";"null";"null";"4.187.133";"null";"";""
"Uganda";"1968";"null";"null";"46.558.704";"null";"";""
"Uganda";"1967";"null";"null";"49.688.812";"null";"";""
"Uganda";"1966";"null";"null";"50.892.586";"null";"";""
"Uganda";"1965";"null";"null";"49.936.687";"null";"";""
"Uganda";"1964";"null";"null";"52.993.984";"null";"";""
"Uganda";"1963";"null";"null";"52.171.486";"null";"";""
"Uganda";"1962";"null";"null";"4.555.512";"null";"";""
"Uganda";"1961";"null";"null";"46.062.096";"null";"";""
"Uganda";"1960";"null";"null";"49.145.832";"null";"";""
